"year","rank","rider_name","rider_country"
2007,"47","Christian Knees","Germany"
2007,"48","Gorka Verdugo","Spain"
2007,"49","David de la Fuente","Spain"
2007,"50","Rubén Pérez","Spain"
2007,"51","Íñigo Cuesta","Spain"
2007,"52","José Luis Arrieta","Spain"
2007,"53","Iker Camaño","Spain"
2007,"54","John Gadret","France"
2007,"55","Cédric Vasseur","France"
2007,"56","Dario Cioni","Italy"
2007,"57","Nicolas Portal","France"
2007,"58","Laurent Lefèvre","France"
2007,"59","Michael Albasini","Switzerland"
2007,"60","Fabian Wegmann","Germany"
2007,"61","Egoi Martínez","Spain"
2007,"62","Axel Merckx","Belgium"
2007,"63","Johan Vansummeren","Belgium"
2007,"64","Thomas Löfkvist","Sweden"
2007,"65","Sérgio Paulinho","Portugal"
2007,"66","Thomas Voeckler","France"
2007,"67","Kurt Asle Arvesen","Norway"
2007,"68","Jérôme Pineau","France"
2007,"69","David Millar","United Kingdom"
2007,"70","Mario Aerts","Belgium"
2007,"71","Sandy Casar","France"
2007,"72","Francisco Pérez Sanchez","Spain"
2007,"73","Frederik Willems","Belgium"
2007,"74","Martin Elmiger","Switzerland"
2007,"75","Daniele Bennati","Italy"
2007,"76","Kjell Carlström","Finland"
2007,"77","Christophe Rinero","France"
2007,"78","Andriy Hrivko","Ukraine"
2007,"79","Erik Zabel","Germany"
2007,"80","Juan Miguel Mercado","Spain"
2007,"81","Ronny Scholz","Germany"
2007,"82","Jorge Azanza","Spain"
2007,"83","Benoît Vaugrenard","France"
2007,"84","Pierrick Fédrigo","France"
2007,"85","Juan Antonio Flecha","Spain"
2007,"86","Grischa Niermann","Germany"
2007,"87","Stefan Schumacher","Germany"
2007,"88","Alessandro Ballan","Italy"
2007,"89","Aleksandr Kuschynski","Belarus"
2007,"90","Iñaki Isasi","Spain"
2007,"91","José Vicente García","Spain"
2007,"92","Nicolas Vogondy","France"
2007,"93","Johann Tschopp","Switzerland"
2007,"94","Simon Gerrans","Australia"
2007,"95","Paolo Bossoni","Italy"
2007,"96","Daniele Righi","Italy"
2007,"97","Lilian Jégou","France"
2007,"98","Anthony Geslin","France"
2007,"99","Alexander Efimkin","Russian Federation"
2007,"100","Fabian Cancellara","Switzerland"
2007,"101","Murilo Fischer","Brazil"
2007,"102","Freddy Bichot","France"
2007,"103","David Cañada","Spain"
2007,"104","Sébastien Rosseler","Belgium"
2007,"105","Bert Grabsch","Germany"
2007,"106","Félix Cárdenas","Colombia"
2007,"107","Julian Dean","New Zealand"
2007,"108","Matteo Tosatto","Italy"
2007,"109","William Bonnet","France"
2007,"110","Leif Hoste","Belgium"
2007,"111","Giampaolo Cheula","Italy"
2007,"112","Mathieu Ladagnous","France"
2007,"113","Manuel Quinziato","Italy"
2007,"114","Nicolas Jalabert","France"
2007,"115","Benjamín Noval","Spain"
2007,"116","Ralf Grabsch","Germany"
2007,"117","Mickaël Delage","France"
2007,"118","Robert Hunter","South Africa"
2007,"119","Tom Boonen","Belgium"
2007,"120","Marcel Sieberg","Germany"
2007,"121","Bernhard Eisel","Austria"
2007,"122","Alessandro Cortinovis","Italy"
2007,"123","Steven de Jongh","Netherlands"
2007,"124","Paolo Longo Borghini","Italy"
2007,"125","Benoît Salmon","France"
2007,"126","Claudio Corioni","Italy"
2007,"127","Marcus Burghardt","Germany"
2007,"128","Pieter Weening","Netherlands"
2007,"129","Heinrich Haussler","Germany"
2007,"130","Sébastien Chavanel","France"
2007,"131","Enrico Poitschke","Germany"
2007,"132","Sébastien Hinault","France"
2007,"133","Peter Wrolich","Austria"
2007,"134","Bram de Groot","Netherlands"
2007,"135","Robert Förster","Germany"
2007,"136","Anthony Charteau","France"
2007,"137","Sven Krauß","Germany"
2007,"138","Gert Steegmans","Belgium"
2007,"139","Thor Hushovd","Norway"
2007,"140","Geraint Thomas","United Kingdom"
2007,"141","Wim Vansevenant","Belgium"
2008,"1","Carlos Sastre","Spain"
2008,"2","Cadel Evans","Australia"
2008,"DSQ","Bernhard Kohl","Austria"
2008,"3","Denis Menchov","Russian Federation"
2008,"4","Christian Vande Velde","United States"
2008,"5","Fränk Schleck","Luxembourg"
2008,"6","Samuel Sánchez","Spain"
2008,"7","Kim Kirchen","Luxembourg"
2008,"8","Alejandro Valverde","Spain"
2008,"9","Tadej Valjavec","Slovenia"
2008,"10","Vladimir Efimkin","Russian Federation"
2008,"12","Andy Schleck","Luxembourg"
2008,"13","Roman Kreuziger","Czech Republic"
2008,"14","Sandy Casar","France"
2008,"15","Amaël Moinard","France"
2008,"16","Mikel Astarloza","Spain"
2008,"17","Kanstantsin Sivtsov","Belarus"
2008,"18","Alexander Bocharov","Russian Federation"
2008,"19","Vincenzo Nibali","Italy"
2008,"20","Stéphane Goubert","France"
2008,"21","Laurens ten Dam","Netherlands"
2008,"22","Maxime Monfort","Belgium"
2008,"23","Yaroslav Popovych","Ukraine"
2008,"24","Stefan Schumacher","Germany"
2008,"25","Sylwester Szmyd","Poland"
2008,"26","Marzio Bruseghin","Italy"
2008,"27","Cyril Dessel","France"
2008,"28","Christian Knees","Germany"
2008,"29","David Arroyo","Spain"
2008,"30","Mario Aerts","Belgium"
2008,"31","Pierrick Fédrigo","France"
2008,"32","Markus Fothen","Germany"
2008,"33","Koos Moerenhout","Netherlands"
2008,"34","George Hincapie","United States"
2008,"35","Matteo Carrara","Italy"
2008,"36","Jens Voigt","Germany"
2008,"37","Jérôme Pineau","France"
2008,"38","Eduardo Gonzalo","Spain"
2008,"39","Christophe Le Mével","France"
2008,"40","Thomas Lövkvist","Sweden"
2008,"41","David Moncoutié","France"
2008,"42","Erik Zabel","Germany"
2008,"43","Marco Velo","Italy"
2008,"44","Haimar Zubeldia","Spain"
2008,"45","Volodymir Gustov","Ukraine"
2008,"46","Ryder Hesjedal","Canada"
2008,"47","John-Lee Augustyn","South Africa"
2008,"48","Paolo Tiralongo","Italy"
2008,"49","Egoi Martínez","Spain"
2008,"50","David Lopez","Spain"
2008,"51","Amets Txurruka","Spain"
2008,"52","Leonardo Duque","Colombia"
2008,"53","Johann Tschopp","Switzerland"
2008,"54","Hubert Dupont","France"
2008,"55","José Iván Gutiérrez","Spain"
2008,"56","Kurt Asle Arvesen","Norway"
2008,"57","Peter Velits","Slovakia"
2008,"58","Rémy Di Gregorio","France"
2008,"59","Bram Tankink","Netherlands"
2008,"60","Sylvain Chavanel","France"
2008,"61","Luis Leon Sánchez","Spain"
2008,"62","Pieter Weening","Netherlands"
2008,"63","Nicolas Vogondy","France"
2008,"64","Fabian Cancellara","Switzerland"
2008,"65","Nicolas Portal","France"
2008,"66","Filippo Pozzato","Italy"
2008,"67","David Millar","United Kingdom"
2008,"68","Joost Posthuma","Netherlands"
2008,"69","Óscar Freire","Spain"
2008,"70","Martin Elmiger","Switzerland"
2008,"71","José Luis Arrieta","Spain"
2008,"72","Gorka Verdugo","Spain"
2008,"73","Yoann Le Boulanger","France"
2008,"74","Sebastian Lang","Germany"
2008,"75","Murilo Antonio Fischer","Brazil"
2008,"76","Trent Lowe","Australia"
2008,"77","Jurgen Van De Walle","Belgium"
2008,"78","Simon Gerrans","Australia"
2008,"79","Rémi Pauriol","France"
2008,"80","David Lelay","France"
2008,"81","Benoît Vaugrenard","France"
2008,"82","Dario David Cioni","Italy"
2008,"83","Chris Froome","United Kingdom"
2008,"84","Geoffroy Lequatre","France"
2008,"85","Laurent Lefèvre","France"
2008,"86","Johan Vansummeren","Belgium"
2008,"87","Giampaolo Cheula","Italy"
2008,"88","Carlos Barredo","Spain"
2008,"89","Stef Clement","Netherlands"
2008,"90","Rubén Pérez","Spain"
2008,"91","Marco Marzano","Italy"
2008,"92","Ronny Scholz","Germany"
2008,"93","Alessandro Ballan","Italy"
2008,"94","Danny Pate","United States"
2008,"95","Matteo Tosatto","Italy"
2008,"96","Thomas Voeckler","France"
2008,"97","Sébastien Rosseler","Belgium"
2008,"98","Thor Hushovd","Norway"
2008,"99","Björn Schröder","Germany"
2008,"100","Xavier Florencio","Spain"
2008,"101","William Bonnet","France"
2008,"102","Juan José Oroz","Spain"
2008,"103","Iñaki Isasi","Spain"
2008,"104","Martin Müller","Germany"
2008,"105","Gerald Ciolek","Germany"
2008,"106","Robert Hunter","South Africa"
2008,"107","Adam Hansen","Australia"
2008,"108","Stuart O'Grady","Australia"
2008,"109","Julian Dean","New Zealand"
2008,"110","Gert Steegmans","Belgium"
2008,"111","Philippe Gilbert","Belgium"
2008,"112","Frederik Willems","Belgium"
2008,"113","Samuel Dumoulin","France"
2008,"114","Arnaud Coyot","France"
2008,"115","Robert Förster","Germany"
2008,"116","Matteo Bono","Italy"
2008,"117","Nicki Sørensen","Denmark"
2008,"118","Florent Brard","France"
2008,"119","Marcus Burghardt","Germany"
2008,"120","Jérémy Roy","France"
2008,"121","Robbie McEwen","Australia"
2008,"122","Ralf Grabsch","Germany"
2008,"123","Leif Hoste","Belgium"
2008,"124","Steven de Jongh","Netherlands"
2008,"125","Heinrich Haussler","Germany"
2008,"126","Daniele Righi","Italy"
2008,"127","Aleksandr Kuschynski","Belarus"
2008,"128","Brett Lancaster","Australia"
2008,"129","Manuel Quinziato","Italy"
2008,"130","Sebastian Langeveld","Netherlands"
2008,"131","Arnaud Gérard","France"
2008,"132","William Frischkorn","United States"
2008,"133","Martijn Maaskant","Netherlands"
2008,"134","Freddy Bichot","France"
2008,"135","Niki Terpstra","Netherlands"
2008,"136","Christophe Riblon","France"
2008,"137","Jimmy Engoulvent","France"
2008,"138","Stéphane Augé","France"
2008,"139","Massimiliano Mori","Italy"
2008,"140","José Vicente García","Spain"
2008,"141","Matthieu Sprick","France"
2008,"142","Sven Krauss","Germany"
2008,"143","Bernhard Eisel","Austria"
2008,"144","Wim Vansevenant","Belgium"
2009,"1","Alberto Contador","Spain"
2009,"2","Andy Schleck","Luxembourg"
2009,"DSQ","Lance Armstrong","United States"
2009,"3","Bradley Wiggins","United Kingdom"
2009,"4","Fränk Schleck","Luxembourg"
2009,"5","Andreas Klöden","Germany"
2009,"6","Vincenzo Nibali","Italy"
2009,"7","Christian Vande Velde","United States"
2009,"8","Roman Kreuziger","Czech Republic"
2009,"9","Christophe Le Mével","France"
2009,"10","Sandy Casar","France"
2009,"11","Vladimir Karpets","Russian Federation"
2009,"12","Rinaldo Nocentini","Italy"
2009,"13","Jurgen Van den Broeck","Belgium"
2009,"14","Stéphane Goubert","France"
2009,"15","Carlos Sastre","Spain"
2009,"16","Alexander Bocharov","Russian Federation"
2009,"17","George Hincapie","United States"
2009,"18","Sylvain Chavanel","France"
2009,"19","Christian Knees","Germany"
2009,"20","Pierre Rolland","France"
2009,"21","Nicolas Roche","Ireland"
2009,"22","Linus Gerdemann","Germany"
2009,"23","Brice Feillu","France"
2009,"24","Luis León Sánchez","Spain"
2009,"25","Haimar Zubeldia","Spain"
2009,"26","Maxime Monfort","Belgium"
2009,"27","Christophe Moreau","France"
2009,"28","Cadel Evans","Australia"
2009,"29","Nicki Sørensen","Denmark"
2009,"30","Peter Velits","Slovakia"
2009,"31","Hubert Dupont","France"
2009,"32","Chris Anker Sørensen","Denmark"
2009,"33","Sérgio Paulinho","Portugal"
2009,"34","Tony Martin","Germany"
2009,"DSQ","Franco Pellizotti","Italy"
2009,"35","Sébastien Minard","France"
2009,"36","Luis Pasamontes","Spain"
2009,"37","Serguei Ivanov","Russian Federation"
2009,"38","Yaroslav Popovych","Ukraine"
2009,"39","Laurent Lefèvre","France"
2009,"40","Rémi Pauriol","France"
2009,"41","Egoi Martínez","Spain"
2009,"42","Volodymir Gustov","Ukraine"
2009,"43","Matthew Lloyd","Australia"
2009,"44","Yuri Trofimov","Russian Federation"
2009,"45","Jérémy Roy","France"
2009,"46","Ryder Hesjedal","Canada"
2009,"47","Gustav Larsson","Sweden"
2009,"DSQ","Denis Menchov","Russian Federation"
2009,"49","Rigoberto Urán","Colombia"
2009,"50","David Loosli","Switzerland"
2009,"51","Grischa Niermann","Germany"
2009,"52","Sylvain Calzati","France"
2009,"53","Pierrick Fédrigo","France"
2009,"54","Kim Kirchen","Luxembourg"
2009,"55","David Moncoutié","France"
2009,"56","Charly Wegelius","United Kingdom"
2009,"57","Laurens ten Dam","Netherlands"
2009,"58","Gorka Verdugo","Spain"
2009,"59","Juan Manuel Gárate","Spain"
2009,"60","Carlos Barredo","Spain"
2009,"61","Geoffroy Lequatre","France"
2009,"62","Amaël Moinard","France"
2009,"63","Igor Antón","Spain"
2009,"64","Thomas Voeckler","France"
2009,"65","Nicolas Vogondy","France"
2009,"66","David Arroyo","Spain"
2009,"67","Maxime Bouet","France"
2009,"68","Iván Gutiérrez","Spain"
2009,"69","Rubén Pérez","Spain"
2009,"70","Joost Posthuma","Netherlands"
2009,"71","Joan Horrach","Spain"
2009,"72","Christophe Kern","France"
2009,"73","Sebastian Lang","Germany"
2009,"74","David Zabriskie","United States"
2009,"75","Johannes Fröhlinger","Germany"
2009,"76","Hayden Roulston","New Zealand"
2009,"77","Marzio Bruseghin","Italy"
2009,"78","José Luis Arrieta","Spain"
2009,"79","Christophe Riblon","France"
2009,"80","Stijn Devolder","Belgium"
2009,"81","José Joaquín Rojas","Spain"
2009,"82","David Millar","United Kingdom"
2009,"83","Frederik Willems","Belgium"
2009,"84","Íñigo Cuesta","Spain"
2009,"85","Jérôme Pineau","France"
2009,"86","Greg Van Avermaet","Belgium"
2009,"87","Thierry Hupond","France"
2009,"88","Fabian Cancellara","Switzerland"
2009,"89","Aleksandr Kuschynski","Belarus"
2009,"90","Johan Vansummeren","Belgium"
2009,"91","Leonardo Duque","Colombia"
2009,"92","Alessandro Ballan","Italy"
2009,"93","Stijn Vandenbergh","Belgium"
2009,"94","Heinrich Haussler","Germany"
2009,"95","Martijn Maaskant","Netherlands"
2009,"96","Óscar Freire","Spain"
2009,"97","Filippo Pozzato","Italy"
2009,"98","Mickaël Delage","France"
2009,"99","Juan Antonio Flecha","Spain"
2009,"100","Michael Rogers","Australia"
2009,"101","Sébastien Rosseler","Belgium"
2009,"102","Bingen Fernández","Spain"
2009,"103","Thor Hushovd","Norway"
2009,"104","Juan José Oroz","Spain"
2009,"105","Jussi Veikkanen","Finland"
2009,"106","Simon Špilak","Slovenia"
2009,"107","Daniele Righi","Italy"
2009,"108","Koen de Kort","Netherlands"
2009,"109","Fumiyuki Beppu","Japan"
2009,"110","Simon Geschke","Germany"
2009,"111","Matteo Tosatto","Italy"
2009,"112","Arnaud Coyot","France"
2009,"113","Brian Vandborg","Denmark"
2009,"114","Alexandre Pichot","France"
2009,"115","Stef Clement","Netherlands"
2009,"116","Anthony Geslin","France"
2009,"117","Alessandro Vanotti","Italy"
2009,"118","Julian Dean","New Zealand"
2009,"119","Nikolai Troussov","Russian Federation"
2009,"120","Staf Scheirlinckx","Belgium"
2009,"121","Stuart O'Grady","Australia"
2009,"122","Markus Fothen","Germany"
2009,"123","Gerald Ciolek","Germany"
2009,"124","Brett Lancaster","Australia"
2009,"125","William Bonnet","France"
2009,"126","Yukiya Arashiro","Japan"
2009,"127","Albert Timmer","Netherlands"
2009,"128","Mark Cavendish","United Kingdom"
2009,"129","Mauro Santambrogio","Italy"
2009,"130","Lloyd Mondory","France"
2009,"131","Bert Grabsch","Germany"
2009,"132","Daniele Bennati","Italy"
2009,"133","Stéphane Augé","France"
2009,"134","Fabian Wegmann","Germany"
2009,"135","Grégory Rast","Switzerland"
2009,"136","Samuel Dumoulin","France"
2009,"137","Mikhail Ignatiev","Russian Federation"
2009,"138","Danny Pate","United States"
2009,"139","Benoît Vaugrenard","France"
2009,"140","Saïd Haddou","France"
2009,"141","Cyril Lemoine","France"
2009,"142","Marco Bandiera","Italy"
2009,"143","Marcin Sapa","Poland"
2009,"144","Fabio Sabatini","Italy"
2009,"145","Dmitriy Muravyev","Kazakhstan"
2009,"146","Mark Renshaw","Australia"
2009,"147","Bernhard Eisel","Austria"
2009,"148","Tyler Farrar","United States"
2009,"149","Niki Terpstra","Netherlands"
2009,"150","Steven de Jongh","Netherlands"
2009,"151","Jonathan Hivert","France"
2009,"DSQ","Andreas Klier","Germany"
2009,"152","Yauheni Hutarovich","Belarus"
2010,"DSQ","Alberto Contador","Spain"
2010,"1","Andy Schleck","Luxembourg"
2010,"DSQ","Denis Menchov","Russian Federation"
2010,"2","Samuel Sánchez","Spain"
2010,"3","Jurgen Van den Broeck","Belgium"
2010,"4","Robert Gesink","Netherlands"
2010,"5","Ryder Hesjedal","Canada"
2010,"6","Joaquim Rodríguez","Spain"
2010,"7","Roman Kreuziger","Czech Republic"
2010,"8","Chris Horner","United States"
2010,"9","Luis Leon Sánchez","Spain"
2010,"10","Rubén Plaza","Spain"
2010,"11","Levi Leipheimer","United States"
2010,"12","Andreas Klöden","Germany"
2010,"13","Nicolas Roche","Ireland"
2010,"14","Alexander Vinokourov","Kazakhstan"
2010,"15","Thomas Lövkvist","Sweden"
2010,"16","Kevin De Weert","Belgium"
2010,"17","John Gadret","France"
2010,"18","Carlos Sastre","Spain"
2010,"19","Daniel Moreno","Spain"
2010,"20","Christophe Moreau","France"
2010,"DSQ","Lance Armstrong","United States"
2010,"21","Bradley Wiggins","United Kingdom"
2010,"22","Sandy Casar","France"
2010,"23","Cadel Evans","Australia"
2010,"24","Julien El Fares","France"
2010,"25","Christophe Riblon","France"
2010,"26","Damiano Cunego","Italy"
2010,"27","Johan Vansummeren","Belgium"
2010,"28","Sylvain Chavanel","France"
2010,"29","Ivan Basso","Italy"
2010,"30","Mario Aerts","Belgium"
2010,"31","Volodymir Gustov","Ukraine"
2010,"32","Juan Manuel Gárate","Spain"
2010,"33","Gorka Verdugo","Spain"
2010,"34","Michael Rogers","Australia"
2010,"35","Rémi Pauriol","France"
2010,"36","Kanstantsin Sivtsov","Belarus"
2010,"37","Egoi Martínez","Spain"
2010,"DSQ","Carlos Barredo","Spain"
2010,"38","Christophe Le Mével","France"
2010,"39","Janez Brajkovič","Slovenia"
2010,"40","Anthony Charteau","France"
2010,"41","Cyril Gautier","France"
2010,"42","Sergio Paulinho","Portugal"
2010,"43","Matthew Lloyd","Australia"
2010,"44","José Iván Gutiérrez","Spain"
2010,"45","Daniel Navarro","Spain"
2010,"46","Jakob Fuglsang","Denmark"
2010,"47","Steve Morabito","Switzerland"
2010,"48","Koos Moerenhout","Netherlands"
2010,"49","Rafael Valls","Spain"
2010,"50","Paolo Tiralongo","Italy"
2010,"51","Maxime Monfort","Belgium"
2010,"52","Grischa Niermann","Germany"
2010,"53","Pierrick Fédrigo","France"
2010,"54","Pierre Rolland","France"
2010,"55","George Hincapie","United States"
2010,"56","Vasil Kiryienka","Belarus"
2010,"57","Sylwester Szmyd","Poland"
2010,"58","Iván Velasco","Spain"
2010,"59","Jurgen Van De Walle","Belgium"
2010,"60","Mathieu Perget","France"
2010,"61","Alexandr Kolobnev","Russian Federation"
2010,"62","Jérôme Pineau","France"
2010,"63","Geraint Thomas","United Kingdom"
2010,"64","José Joaquín Rojas","Spain"
2010,"65","Chris Anker Sørensen","Denmark"
2010,"66","Amaël Moinard","France"
2010,"67","Damien Monier","France"
2010,"68","Francis De Greef","Belgium"
2010,"69","Rui Costa","Portugal"
2010,"70","Thomas Rohregger","Austria"
2010,"71","Martin Elmiger","Switzerland"
2010,"72","Thomas Voeckler","France"
2010,"73","Imanol Erviti","Spain"
2010,"74","Rémy Di Gregorio","France"
2010,"75","Eduard Vorganov","Russian Federation"
2010,"76","Sebastian Lang","Germany"
2010,"77","Arkaitz Duran","Spain"
2010,"78","Aitor Pérez","Spain"
2010,"79","Eros Capecchi","Italy"
2010,"80","Linus Gerdemann","Germany"
2010,"81","Yaroslav Popovych","Ukraine"
2010,"82","Aleksandr Kuschynski","Belarus"
2010,"83","Alessandro Ballan","Italy"
2010,"84","Nicolas Vogondy","France"
2010,"85","Juan Antonio Flecha","Spain"
2010,"86","Johannes Fröhlinger","Germany"
2010,"87","Christian Knees","Germany"
2010,"88","Sébastien Minard","France"
2010,"89","Mathieu Ladagnous","France"
2010,"90","Kristjan Koren","Slovenia"
2010,"91","Rubén Pérez","Spain"
2010,"92","Benoît Vaugrenard","France"
2010,"93","Christophe Kern","Germany"
2010,"94","Rinaldo Nocentini","Italy"
2010,"95","Michael Barry","Canada"
2010,"96","Matthieu Sprick","France"
2010,"97","David Zabriskie","United States"
2010,"98","Pavel Brutt","Russian Federation"
2010,"99","Luke Roberts","Australia"
2010,"100","Benjamín Noval","Spain"
2010,"101","Francesco Gavazzi","Italy"
2010,"102","Maxime Bouet","France"
2010,"103","Serge Pauwels","Belgium"
2010,"104","Alexandre Pliușchin","Moldova, Republic of"
2010,"105","Sergei Ivanov","Russian Federation"
2010,"106","David de la Fuente","Spain"
2010,"107","Thor Hushovd","Norway"
2010,"108","Yukiya Arashiro","Japan"
2010,"109","Sébastien Turgot","France"
2010,"110","Grégory Rast","Switzerland"
2010,"111","Iñaki Isasi","Spain"
2010,"112","Edvald Boasson Hagen","Norway"
2010,"113","Maarten Wynants","Belgium"
2010,"114","Lloyd Mondory","France"
2010,"115","Fabian Wegmann","Germany"
2010,"116","Jürgen Roelandts","Belgium"
2010,"117","Fabian Cancellara","Switzerland"
2010,"118","Francesco Bellotti","Italy"
2010,"119","Mauro Da Dalto","Italy"
2010,"120","Daniel Oss","Italy"
2010,"121","Grega Bole","Slovenia"
2010,"122","Jens Voigt","Germany"
2010,"123","Ignatas Konovalovas","Lithuania"
2010,"124","Brian Bach Vandborg","Denmark"
2010,"125","Alan Pérez","Spain"
2010,"126","Lars Boom","Netherlands"
2010,"127","Maxim Iglinsky","Kazakhstan"
2010,"128","Maarten Tjallingii","Netherlands"
2010,"129","Gerald Ciolek","Germany"
2010,"130","Kevin Seeldraeyers","Belgium"
2010,"131","Danilo Hondo","Germany"
2010,"132","Andriy Hrivko","Ukraine"
2010,"133","Tony Martin","Germany"
2010,"134","Karsten Kroon","Netherlands"
2010,"135","Martijn Maaskant","Netherlands"
2010,"136","Jesús Hernández","Spain"
2010,"137","Óscar Freire","Spain"
2010,"138","Matti Breschel","Denmark"
2010,"139","Jérémy Roy","France"
2010,"140","Dries Devenyns","Belgium"
2010,"141","José Alberto Benítez","Spain"
2010,"142","Anthony Geslin","France"
2010,"143","Brent Bookwalter","United States"
2010,"144","Dmitriy Muravyev","Kazakhstan"
2010,"145","Stuart O'Grady","Australia"
2010,"146","Alessandro Petacchi","Italy"
2010,"147","Steven Cummings","United Kingdom"
2010,"148","Wesley Sulzberger","Australia"
2010,"149","Stéphane Augé","France"
2010,"150","Mark Cavendish","United Kingdom"
2010,"151","Nicki Sørensen","Denmark"
2010,"152","Bernhard Eisel","Austria"
2010,"153","Julian Dean","New Zealand"
2010,"154","David Millar","United Kingdom"
2010,"155","Brett Lancaster","Australia"
2010,"156","Dimitri Champion","France"
2010,"157","Marcus Burghardt","Germany"
2010,"158","Manuel Quinziato","Italy"
2010,"159","Jeremy Hunt","United Kingdom"
2010,"160","Daniel Lloyd","United Kingdom"
2010,"161","Robbie McEwen","Australia"
2010,"162","Mirco Lorenzetto","Italy"
2010,"163","Anthony Roux","France"
2010,"DSQ","Andreas Klier","Germany"
2010,"164","Bert Grabsch","Germany"
2010,"165","Adriano Malori","Italy"
2011,"1","Cadel Evans","Australia"
2011,"2","Andy Schleck","Luxembourg"
2011,"3","Fränk Schleck","Luxembourg"
2011,"4","Thomas Voeckler","France"
2011,"DSQ","Alberto Contador","Spain"
2011,"5","Samuel Sánchez","Spain"
2011,"6","Damiano Cunego","Italy"
2011,"7","Ivan Basso","Italy"
2011,"8","Tom Danielson","United States"
2011,"9","Jean-Christophe Péraud","France"
2011,"10","Pierre Rolland","France"
2011,"11","Rein Taaramäe","Estonia"
2011,"12","Kevin De Weert","Belgium"
2011,"13","Jérôme Coppel","France"
2011,"14","Arnold Jeannesson","France"
2011,"15","Haimar Zubeldia","Spain"
2011,"16","Christian Vande Velde","United States"
2011,"17","Ryder Hesjedal","Canada"
2011,"18","Peter Velits","Slovakia"
2011,"19","Jelle Vanendert","Belgium"
2011,"20","Rob Ruijgh","Netherlands"
2011,"21","not attributed",NA
2011,"22","Hubert Dupont","France"
2011,"23","Vladimir Gusev","Russian Federation"
2011,"24","Rigoberto Urán","Colombia"
2011,"25","Gorka Verdugo","Spain"
2011,"26","Nicolas Roche","Ireland"
2011,"27","Sandy Casar","France"
2011,"28","Vladimir Karpets","Russian Federation"
2011,"29","Maxime Monfort","Belgium"
2011,"30","Yuri Trofimov","Russian Federation"
2011,"31","Geraint Thomas","United Kingdom"
2011,"32","Levi Leipheimer","United States"
2011,"33","Robert Gesink","Netherlands"
2011,"34","Egoi Martínez","Spain"
2011,"DSQ","Carlos Barredo","Spain"
2011,"36","David Arroyo","Spain"
2011,"37","Chris Anker Sørensen","Denmark"
2011,"38","Philippe Gilbert","Belgium"
2011,"39","Rémy Di Gregorio","France"
2011,"40","Julien El Fares","France"
2011,"41","David Moncoutié","France"
2011,"42","Sylwester Szmyd","Poland"
2011,"43","Cyril Gautier","France"
2011,"44","Tony Martin","Germany"
2011,"45","Andrey Zeits","Kazakhstan"
2011,"46","Dries Devenyns","Belgium"
2011,"47","Yannick Talabardon","France"
2011,"48","Xabier Zandio","Spain"
2011,"49","Steve Morabito","Switzerland"
2011,"50","Jakob Fuglsang","Denmark"
2011,"51","Christophe Riblon","France"
2011,"52","Anthony Charteau","France"
2011,"53","Edvald Boasson Hagen","Norway"
2011,"54","Jérôme Pineau","France"
2011,"55","Maxime Bouet","France"
2011,"56","George Hincapie","United States"
2011,"57","Luis León Sánchez","Spain"
2011,"58","Laurens ten Dam","Netherlands"
2011,"59","David Loosli","Switzerland"
2011,"60","Linus Gerdemann","Germany"
2011,"61","Sylvain Chavanel","France"
2011,"62","Daniel Navarro","Spain"
2011,"63","Thomas De Gendt","Belgium"
2011,"64","Christian Knees","Germany"
2011,"65","Amaël Moinard","France"
2011,"66","Gorka Izagirre","Spain"
2011,"67","Jens Voigt","Germany"
2011,"68","Thor Hushovd","Norway"
2011,"69","Maciej Paterski","Poland"
2011,"70","Bauke Mollema","Netherlands"
2011,"71","Grischa Niermann","Germany"
2011,"72","Richie Porte","Australia"
2011,"73","Egor Silin","Russian Federation"
2011,"74","Johnny Hoogerland","Netherlands"
2011,"75","Rubén Pérez","Spain"
2011,"76","David Millar","United Kingdom"
2011,"77","Gianni Meersman","Belgium"
2011,"78","Stuart O'Grady","Australia"
2011,"79","Tony Gallopin","France"
2011,"80","José Joaquín Rojas","Spain"
2011,"81","Sérgio Paulinho","Portugal"
2011,"82","Tejay van Garderen","United States"
2011,"83","Ivan Santaromita","Italy"
2011,"84","Markel Irizar","Spain"
2011,"85","Jürgen Roelandts","Belgium"
2011,"86","Jérémy Roy","France"
2011,"87","Kristijan Koren","Slovenia"
2011,"88","Imanol Erviti","Spain"
2011,"89","Marco Marcato","Italy"
2011,"90","Rui Costa","Portugal"
2011,"91","Adriano Malori","Italy"
2011,"92","Jesús Hernández","Spain"
2011,"93","Matteo Bono","Italy"
2011,"94","Alan Pérez","Spain"
2011,"95","Nicki Sørensen","Denmark"
2011,"96","Simon Gerrans","Australia"
2011,"97","Jonathan Hivert","France"
2011,"98","Juan Antonio Flecha","Spain"
2011,"99","Maarten Tjallingii","Netherlands"
2011,"100","Daniel Oss","Italy"
2011,"101","Anthony Roux","France"
2011,"102","Iván Gutiérrez","Spain"
2011,"103","Michael Schär","Switzerland"
2011,"104","Arthur Vichot","France"
2011,"105","Maxim Iglinsky","Kazakhstan"
2011,"106","Dmitry Fofonov","Kazakhstan"
2011,"107","Alessandro Petacchi","Italy"
2011,"108","Joost Posthuma","Netherlands"
2011,"109","Danilo Hondo","Germany"
2011,"110","Sébastien Minard","France"
2011,"111","Sébastien Hinault","France"
